Ref,Date received,Councillor,Service area,Directorate
14008852,07/06/2023,"Ball, Chris",Housing Services,Place
14016216,07/06/2023,"Bishop, Brian",Planning and Regulation,Place
14017317,07/06/2023,"Bishop, Brian",Planning and Regulation,Place
14015517,07/06/2023,"Borella, Stefano","Highways, Traffic and Infrastructure",Place
14012752,07/06/2023,"Curtois, Andrew",Legal Services,Legal & Democratic Services
14015616,07/06/2023,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
14016416,07/06/2023,"Curtois, Andrew",Parking Enforcement (Bexley and Bromley),Place
14011552,07/06/2023,"Di Netimah, Felix",Complex Care,Adult Social Care & Health
14008952,07/06/2023,"Diment, Richard",Housing Services,Place
14011152,07/06/2023,"Evennett, David",Housing Services,Place
14017616,07/06/2023,"Francis, Daniel",Parking Enforcement (Bexley and Bromley),Place
14015516,07/06/2023,"French, Louie",Complex Care,Adult Social Care & Health
14016417,07/06/2023,"French, Louie",Leisure Parks and Open Spaces,Place
14016618,07/06/2023,"Jackson, Howard",Leisure Parks and Open Spaces,Place
14010452,07/06/2023,"Oppong-Asare, Abena",Legal Services,Legal & Democratic Services
14010852,07/06/2023,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
14018216,07/06/2023,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
14020016,08/06/2023,"Betts, Nigel",Planning and Regulation,Place
14017916,08/06/2023,"Hall, Steven",Environmental Services,Place
14026208,08/06/2023,"Hunt, James","Highways, Traffic and Infrastructure",Place
14030810,08/06/2023,"O'Neill OBE, Teresa",Complex Care,Adult Social Care & Health
14031408,08/06/2023,"Reader, Peter",Complex Care,Adult Social Care & Health
14031508,09/06/2023,"Bishop, Brian","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
14031008,09/06/2023,"Borella, Stefano",Environmental Services,Place
14032608,09/06/2023,"French, Louie",Housing Services,Place
14031308,09/06/2023,"Hall, Steven",Environmental Services,Place
14031208,09/06/2023,"Ward-Wilson, Janice",Environmental Services,Place
14032808,12/06/2023,"Curtois, Andrew",Parking Enforcement (Bexley and Bromley),Place
14029008,12/06/2023,"Evennett, David",Housing Services,Place
14029010,12/06/2023,"Ferguson, Larry","Highways, Traffic and Infrastructure",Place
14030709,12/06/2023,"Ferguson, Larry",Environmental Services,Place
14031808,12/06/2023,"Johnson MP, Gareth",Housing Services,Place
14030208,12/06/2023,"Leaf, David",Planning and Regulation,Place
14029009,12/06/2023,"Perfect, Wendy",Environmental Services,Place
14070056,13/06/2023,"Borella, Stefano",Environmental Services,Place
14070656,13/06/2023,"Gower MBE, Sue",Housing Services,Place
14065892,13/06/2023,"Hall, Steven",Leisure Parks and Open Spaces,Place
14042968,14/06/2023,"Curtois, Andrew",Environmental Services,Place
14044268,14/06/2023,"Francis, Daniel",Environmental Services,Place
14044968,14/06/2023,"Francis, Daniel",Environmental Services,Place
14046168,14/06/2023,"Gower MBE, Sue",Leisure Parks and Open Spaces,Place
14046468,14/06/2023,"Jackson, Howard",Housing Services,Place
14048068,14/06/2023,"Moore, Lisa-Jane",Leisure Parks and Open Spaces,Place
14045868,14/06/2023,"Newton, Caroline",Parking Enforcement (Bexley and Bromley),Place
14047168,14/06/2023,"Oppong-Asare, Abena",Complex Care,Adult Social Care & Health
14047668,14/06/2023,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
14051396,15/06/2023,"Bishop, Brian",Exchequer Services,Finance
14050796,15/06/2023,"Curtois, Andrew",Environmental Services,Place
14054296,15/06/2023,"Day, Anna",Environmental Services,Place
14053896,15/06/2023,"Francis, Daniel",Planning and Regulation,Place
14053196,15/06/2023,"Hall, Steven",Environmental Services,Place
14051196,15/06/2023,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
14051496,15/06/2023,"Perfect, Wendy",Leisure Parks and Open Spaces,Place
14052096,15/06/2023,"Perfect, Wendy",Environmental Services,Place
14052596,15/06/2023,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
14052996,15/06/2023,"Ward-Wilson, Janice",Housing Services,Place
14049096,15/06/2023,"Ward-Wilson, Janice",Environmental Services,Place
14058860,16/06/2023,"Bishop, Brian",Planning and Regulation,Place
14060660,16/06/2023,"Evennett, David",Housing Services,Place
14055560,16/06/2023,"Francis, Daniel",Environmental Services,Place
14056560,16/06/2023,"Francis, Daniel",Environmental Services,Place
14057360,16/06/2023,"Francis, Daniel",Parking Enforcement (Bexley and Bromley),Place
14058460,16/06/2023,"Francis, Daniel","Highways, Traffic and Infrastructure",Place
14061060,16/06/2023,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
14059660,16/06/2023,"Gill, Baljeet",Environmental Services,Place
14059661,16/06/2023,"Leaf, David",Parking Enforcement (Bexley and Bromley),Place
14070956,16/06/2023,"Leaf, David",Environmental Services,Place
14061260,16/06/2023,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
14062060,16/06/2023,"Oppong-Asare, Abena",Housing Services,Place
14075056,18/06/2023,"Hall, Steven",Environmental Services,Place
14067192,19/06/2023,"Borella, Stefano",Environmental Services,Place
14067292,19/06/2023,"Borella, Stefano",Environmental Services,Place
14067392,19/06/2023,"Borella, Stefano","Highways, Traffic and Infrastructure",Place
14067892,19/06/2023,"Borella, Stefano",Environmental Services,Place
14068092,19/06/2023,"Christoforides, Kurtis",Housing Services,Place
14068292,19/06/2023,"Christoforides, Kurtis",Environmental Services,Place
14088452,19/06/2023,"Curtois, Andrew",Environmental Services,Place
14068792,19/06/2023,"Day, Anna",Environmental Services,Place
14070057,19/06/2023,"Ferguson, Larry","Highways, Traffic and Infrastructure",Place
14070756,19/06/2023,"Ferguson, Larry","Highways, Traffic and Infrastructure",Place
14072656,19/06/2023,"Ferguson, Larry","Highways, Traffic and Infrastructure",Place
14108312,19/06/2023,"Ferguson, Larry","Highways, Traffic and Infrastructure",Place
14065692,19/06/2023,"Francis, Daniel",Strategic Planning,Place
14066292,19/06/2023,"Hall, Steven",Environmental Services,Place
14068592,19/06/2023,"Hall, Steven","Highways, Traffic and Infrastructure",Place
14066492,19/06/2023,"Leaf, David",Planning and Regulation,Place
14067692,19/06/2023,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
14065092,19/06/2023,"Newton, Caroline",Planning and Regulation,Place
14073656,19/06/2023,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
14065492,19/06/2023,"Oppong-Asare, Abena",Housing Services,Place
14068992,19/06/2023,"Oppong-Asare, Abena",Housing Services,Place
14074656,19/06/2023,"Ward-Wilson, Janice",Housing Services,Place
14072057,20/06/2023,"Ball, Chris",Leisure Parks and Open Spaces,Place
14071656,20/06/2023,"Borella, Stefano",Environmental Services,Place
14076456,20/06/2023,"Hall, Steven","Highways, Traffic and Infrastructure",Place
14075156,20/06/2023,"Hinkley, Sally",Housing Services,Place
14074657,20/06/2023,"Jackson, Howard",Housing Services,Place
14075157,20/06/2023,"Jackson, Howard",Environmental Services,Place
14074759,20/06/2023,"Leaf, David",Exchequer Services,Finance
14081088,20/06/2023,"Leaf, David",Exchequer Services,Finance
14102950,20/06/2023,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
14075160,20/06/2023,"Perfect, Wendy","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
14075357,20/06/2023,"Perfect, Wendy",Environmental Services,Place
14081289,20/06/2023,"Slaughter, June",Environmental Services,Place
14085752,22/06/2023,"Bishop, Brian",Environmental Services,Place
14087752,22/06/2023,"Diment, Richard",Leisure Parks and Open Spaces,Place
14088052,22/06/2023,"Francis, Daniel",Environmental Services,Place
14089052,22/06/2023,"French, Louie","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
14086352,22/06/2023,"Hall, Steven",Planning and Regulation,Place
14087652,22/06/2023,"Hall, Steven",Leisure Parks and Open Spaces,Place
14085052,22/06/2023,"Jackson, Howard","Highways, Traffic and Infrastructure",Place
14090552,22/06/2023,"Munur, Cafer",Leisure Parks and Open Spaces,Place
14088153,22/06/2023,"Oppong-Asare, Abena",Housing Services,Place
14088352,22/06/2023,"Oppong-Asare, Abena",Housing Services,Place
14092784,23/06/2023,"Carew, Bola","Highways, Traffic and Infrastructure",Place
